Promax,Código SAP,Rede Código,CNPJ,Inplant,Rede,CDD,EG DV,Nome,UNB,PDV,Segunda,Terça,Quarta,Quinta,Sexta,Sábado,LAT,LONG,SETOR,LATITUDE,LONGITUDE,Lead Cadastrado,D2,Freq Entrega,Segunda.1,Terça.1,Quarta.1,Quinta.1,Sexta.1,Sábado.1,Entregas Mês,entregas TT,Mix,Vol,Verticalizado ,TT Entrega Cx,Pontuação Entrega,Perfil ,Cx Perfil,Devolução,Corte CDD,Pallet TT Entrega L3M,Pallet Entregue L3M ,Mix Exp Mês,Mix Entregue Mês,Pontuação Mês,HL Entregue,Ponto/hl,Pedído Mínimo (hL),Pedído Mínimo (Pallet),Pedído Mínimo (Pontuação),Pedído Mínimo (CX)
15938,10019174,465,73909400000350,Renato Bocardi,Big Lar,CUI,283258,Big Lar Miguel Sutil,455,15938,0,0,0,1,1,0,-15.58331,-56.11113,102 - Cuiabá,-15.58331,-56.11113,0,Não ,2,1,1,1,1,1,1,11.0,33,1.4731489565146827,15.399393939393933,0.09090909090909091,65.69043799179849,1424.4439393939388,Van,84,0.032255697936026596,0.1625998661891457,1.564058047423773,1.2570121203188889,16.20463852166151,16.20463852166151,12597.856394045686,136.3066666666667,92.5,12.9,1.3,1193.25,54.6
2125,10018912,465,73909400000430,Renato Bocardi,Big Lar,CUI,381721,Big Lar Tres Americas,455,2125,0,0,0,1,1,0,-15.60939,-56.0693,102 - Cuiabá,-15.60939,-56.0693,0,Não ,2,1,1,1,1,1,1,10.4,31,1.1601002518819592,11.951612903225815,0.0967741935483871,52.78872670807454,1510.683870967743,Van,84,0.05461828303744186,0.1614574898785424,1.2568744454303467,0.9885680901724774,11.987702602780246,11.987702602780246,12405.727145192788,98.19666666666666,126.39999999999999,9.6,1.0,1213.4399999999998,42.0
4950,10010959,465,73909400000783,Renato Bocardi,Big Lar,CUI,696153,Big Lar Cd,455,4950,0,0,0,1,1,0,-15.64526,-56.18286,101 - Várzea Grande,-15.64526,-56.18286,0,Não ,2,1,1,1,1,1,1,10.0,30,0.5666598844564683,41.45633333333337,4.166666666666667,198.7997151471717,514.0585333333338,VUC,252,0.013124121152601398,0.24966832570817457,4.7333265511231355,3.228665390854831,5.666598844564683,5.666598844564683,3701.2226105540794,298.68666666666644,12.4,30.6,3.3000000000000003,379.44000000000005,138.60000000000002
14510,10037577,2022,14739053000303,Renato Bocardi,Bom Jesus Co,CUI,931217,Bom Jesus Sao Mateus,455,14510,0,0,0,0,1,0,-15.6671874,-56.1829407,101 - Várzea Grande,-15.667187,-56.182941,0,Não ,1,1,1,1,1,1,1,6.0,18,0.7625322855964679,23.07222222222223,1.2222222222222223,83.35968932838499,872.1300000000003,Van,84,0.007060121345835629,0.12073200096315913,1.9847545078186906,1.7385162408713142,4.575193713578807,4.575193713578807,4560.802923045959,120.86666666666673,37.800000000000004,20.900000000000002,1.8,790.0200000000002,75.60000000000001
5834,10037575,2022,14739053000133,Renato Bocardi,Bom Jesus Co,CUI,931195,Bom Jesus Indust,455,5834,0,0,1,0,0,1,-15.64506,-55.97255,102 - Cuiabá,-15.64506,-55.97255,0,Não ,2,1,1,1,1,1,1,6.3999999999999995,19,1.6461642055685026,32.83999999999999,1.263157894736842,122.19152821282448,1743.8039999999994,VUC,252,0.010111244801891371,0.23309186486313235,2.909322100305347,2.210948657014772,10.425706635267183,10.425706635267183,8369.368442144352,157.91000000000003,53.1,25.700000000000003,2.3000000000000003,1364.6700000000003,96.60000000000001
9628,10037758,2022,14739053000214,Renato Bocardi,Bom Jesus Co,CUI,932957,Bom Jesus Moinho,455,9628,0,1,1,0,0,0,-15.6123233,-56.0524033,102 - Cuiabá,-15.612323,-56.052403,0,Não ,2,1,1,1,1,1,1,4.699999999999999,14,1.7474461232103204,19.800714285714296,0.07142857142857142,76.39273717483346,2247.381071428573,Van,84,0.018288421216121748,0.05396630713177733,1.8188746946388916,1.6863564200021617,8.154748574981495,8.154748574981495,9742.983260073439,85.84666666666675,113.5,18.5,1.7000000000000002,2099.75,71.4
24170,10044708,2022,14739053001105,Renato Bocardi,Bom Jesus Co,CUI,1014617,Bom Jesus Cohab Cristo Rei,455,24170,1,0,0,0,1,0,-15.6597909,-56.0983843,102 - Cuiabá,-15.597471,-56.106287,0,Não ,2,1,1,1,1,1,1,2.4,7,0.9858475254903828,10.718571428571428,0.0,41.405596070596076,893.928857142857,Van,84,0.01758548499651082,0.028255364520858323,0.9858475254903828,0.9441768152482439,2.3003108928108933,2.3003108928108933,1989.535556879781,23.88333333333333,83.39999999999999,10.6,1.0,884.0399999999998,42.0
24171,10044709,2022,14739053000990,Renato Bocardi,Bom Jesus Co,CUI,1014625,Bom Jesus Parque Cuiaba,455,24171,1,0,1,0,0,0,-15.6582116,-56.0504663,102 - Cuiabá,-15.573555,-56.12175,0,Não ,2,1,0,1,0,1,0,6.3999999999999995,19,1.6465572090000002,39.1847368421052,1.894736842105263,148.73435014642106,1465.5091578947345,VUC,252,0.007937186502507982,0.049938885978697445,3.541294051105269,3.316322509715781,10.428195657000002,10.428195657000002,8735.850835528669,233.91999999999996,37.4,37.5,3.4,1402.5,142.79999999999998
24172,10044710,2022,14739053001024,Renato Bocardi,Bom Jesus Co,CUI,1014633,Bom  Jesus Cristo  Rei,455,24172,1,0,0,0,1,0,-15.6539163,-56.0988819,102 - Cuiabá,-15.612573,-56.080019,0,Não ,2,1,0,1,0,1,0,4.3999999999999995,13,1.5175865042479932,31.365384615384603,1.3076923076923077,118.66171010149263,1405.1692307692304,VUC,252,0.0032700093428838393,0.05191906805640715,2.825278811940304,2.652594383373171,6.576208185074638,6.576208185074638,5754.055692817904,128.4399999999999,44.800000000000004,29.8,2.7,1335.0400000000002,113.4
16794,10038006,2022,14739053000648,Renato Bocardi,Bom Jesus Co,CUI,935433,Supermercado Bom Jesus S J Del Rei,455,16794,0,0,1,0,0,1,-15.6152918,-56.0030015,102 - Cuiabá,-15.575868,-56.116402,0,Não ,2,1,0,1,0,1,0,6.3999999999999995,19,1.4716981893011643,26.268947368421042,0.8421052631578947,97.17974500328046,1350.2238947368414,VUC,252,0.0011122125776735412,0.14626034341127211,2.313803452459059,1.9095586939575995,9.320755198907374,9.320755198907374,7081.388829716819,137.86333333333337,51.4,22.6,2.0,1161.64,84.0
19742,10041456,2022,14739053000729,Renato Bocardi,Bom Jesus Co,CUI,977683,Bom Jesus Pedra 90 (10),455,19742,0,0,0,0,1,1,-15.6352005004883,-55.9490051269531,102 - Cuiabá,-15.635201,-55.949005,0,Não ,2,1,0,1,0,1,0,6.0,18,1.1312701721635467,23.855555555555572,0.9444444444444444,87.18001389753562,1083.042222222223,VUC,252,0.024548233798468374,0.21173730787144837,2.0757146166079923,1.6003334892620602,6.7876210329812805,6.7876210329812805,4999.073629388965,110.12333333333338,45.4,19.5,1.7000000000000002,885.3,71.4
3136,10037733,1958,5902015000240,Renato Bocardi,Dia A Dia,CUI,610771,Dia Dia Pedra 90,455,3136,0,0,1,0,0,1,-15.6320241,-55.9577224,102 - Cuiabá,-15.632024,-55.957722,0,Não ,2,1,0,1,0,1,0,4.0,12,0.970211337467743,17.24333333333333,0.5,61.74887617364521,898.3776666666664,Van,84,0.0,0.09786390875700758,1.4702113374677426,1.3283038358940917,3.880845349870972,3.880845349870972,3240.7100067301453,62.22333333333332,52.1,16.400000000000002,1.4000000000000001,854.4400000000002,58.800000000000004
3126,10037689,1958,5902015000169,Renato Bocardi,Dia A Dia,CUI,602043,Dia Dia Planalto,455,3126,0,1,0,1,0,0,-15.585154,-56.049199,102 - Cuiabá,-15.585154,-56.049199,0,Não ,2,1,0,1,0,1,0,5.699999999999999,17,0.8123360792325438,15.325882352941202,0.5294117647058824,56.353409445413895,822.9998823529426,Van,84,0.0018875838926174467,0.08325017271820048,1.3417478439384258,1.2213225589972478,4.603237782317748,4.603237782317748,4263.417970219542,79.4666666666668,53.7,14.9,1.3,800.1300000000001,54.6
3127,10037690,1958,5902015000320,Renato Bocardi,Dia A Dia,CUI,602051,Dia Dia Leblon,455,3127,0,1,0,1,0,0,-15.5957706600668,-56.0761360273916,102 - Cuiabá,-15.595771,-56.076136,0,Não ,2,0,0,1,0,1,1,5.3999999999999995,16,0.9468310755626357,15.974375000000007,0.4375,58.1419051736307,880.1880625000005,Van,84,0.001205690860863274,0.02531397942016509,1.3843310755626357,1.3429566399568338,5.049765736334057,5.049765736334057,4561.946799172953,82.94000000000004,55.1,16.1,1.4000000000000001,887.1100000000001,58.800000000000004
21646,10042385,1958,5902015000673,Renato Bocardi,Dia A Dia,CUI,987166,Dia Dia Julio Campos,455,21646,1,0,0,0,1,0,-15.6462204,-56.1529533,102 - Cuiabá,-15.584798,-56.110569,0,Não ,2,0,1,0,1,0,1,3.7,11,0.8286945993259512,14.874545454545483,0.45454545454545453,53.89608226259904,877.5981818181835,Van,84,0.0101207258006217,0.14600904534897902,1.283240053871406,1.0837742430024326,3.0385468641951547,3.0385468641951547,2718.849458300067,46.11000000000001,59.0,12.7,1.1,749.3,46.2
16386,10037590,1958,5902015000401,Renato Bocardi,Dia A Dia,CUI,931357,Dia Dia 15 Maio,455,16386,1,0,0,0,1,0,-15.7043515,-56.1311366,101 - Várzea Grande,-15.704352,-56.131137,0,Não ,2,0,0,1,0,1,1,4.3999999999999995,13,0.9056970043281558,14.743846153846166,0.38461538461538464,54.1931203356287,794.6933076923083,Van,84,0.0,0.017217091876663003,1.2903123889435397,1.2648072150019112,3.924687018755342,3.924687018755342,3379.441536689385,62.790000000000056,53.9,14.7,1.3,792.3299999999999,54.6
17630,10039752,1958,5902015000592,Renato Bocardi,Dia A Dia,CUI,955809,Dia Dia Jd Vitoria Lt,455,17630,0,1,0,1,0,0,-15.5757435,-56.0345911,102 - Cuiabá,-15.575744,-56.034591,0,Não ,2,0,0,0,0,0,1,3.0,9,1.3771647540022274,23.55,0.6666666666666666,85.84091966809355,1486.005,VUC,252,0.0019050340524836883,0.007454588346308091,2.043831420668893,2.0219909087921497,4.131494262006682,4.131494262006682,4415.273134711697,69.99,63.1,24.3,2.1,1533.3300000000002,88.2
2207,10037688,1958,2522335000103,Renato Bocardi,Dia A Dia,CUI,601497,Dia Dia Cpa Iii,455,2207,0,1,0,1,0,0,-15.5615628,-56.0446899,102 - Cuiabá,-15.561563,-56.04469,0,Não ,2,0,1,0,1,0,1,3.7,11,1.5005044738419249,21.63363636363636,0.45454545454545453,82.11209699226994,1053.5580909090907,Van,84,0.0,0.025003151657771987,1.9550499283873786,1.5135973615677878,5.5018497374203905,5.5018497374203905,3021.118157158449,62.15666666666669,48.7,17.8,1.6,866.8600000000001,67.2
4666,10038439,2042,1835680000207,Renato Bocardi,Fenix (Co),CUI,939595,Fenix Superm Jaciara,455,4666,0,0,1,0,1,0,-15.58472,-56.03469,102 - Cuiabá,-15.58472,-56.03469,2,Não ,2,0,0,0,1,0,1,6.699999999999999,20,0.6964594348887825,54.44599999999988,3.9,193.05129626532886,936.471199999998,VUC,252,0.00044549900731199554,0.051344451383021836,4.596459434888787,4.360338693311521,4.64306289925855,4.64306289925855,5908.727676161147,344.18333333333254,17.200000000000003,51.9,4.3999999999999995,892.6800000000002,184.79999999999998
254,10038433,2042,1835680000126,Renato Bocardi,Fenix (Co),CUI,940100,Supermerc Fenix,455,254,0,0,1,0,1,0,-15.968089999999998,-54.964398333333335,Sem setor cadastrado,-16.444709,-54.648059,2,Não ,2,0,0,1,0,1,1,4.699999999999999,14,1.4426039978457894,39.44285714285711,2.0,144.58936790952313,1857.75857142857,VUC,252,0.0004745146110957337,0.08362911988410007,3.4426039978457923,3.1615915527339666,6.732151989947017,6.732151989947017,7929.397708383992,168.5933333333332,47.1,36.4,3.2,1714.44,134.4
1238,10038443,2043,2815503000140,Renato Bocardi,Goncalves (Co),CUI,939803,Superm Goncalves,455,1238,1,1,0,0,0,0,-16.4371378,-54.6406812,Sem setor cadastrado,-16.437138,-54.640681,2,Não ,2,0,1,0,1,0,1,5.0,15,0.7952146890376707,9.330000000000002,0.0,33.39901693958217,623.2440000000001,Van,84,0.0708876571160902,0.005430510896748838,0.7952146890376707,0.7289447078111675,3.9760734451883533,3.9760734451883533,2848.67957248471,42.696666666666694,66.8,9.4,0.7999999999999999,627.92,33.599999999999994
91,10038445,2043,36884609000118,Renato Bocardi,Goncalves (Co),CUI,940089,Supermerc Goncalves,455,91,1,1,0,0,0,0,-16.4649006,-54.6082719,Sem setor cadastrado,-17.842702,-53.283215,2,Não ,2,0,0,1,0,0,1,4.699999999999999,14,0.8966406088181271,11.273571428571442,0.07142857142857142,40.65890557036134,968.3997857142867,Van,84,0.0021052631578947338,0.004751948298802503,0.9680691802466986,0.961475433857034,4.18432284115126,4.18432284115126,4487.710721684263,52.250000000000064,85.89999999999999,11.6,1.0,996.4399999999998,42.0
3391,10038441,2043,11858275000187,Renato Bocardi,Goncalves (Co),CUI,939528,Goncalves Supermerca,455,3391,1,1,0,0,0,0,-16.4606033,-54.6727433,Sem setor cadastrado,-16.460603,-54.672743,2,Não ,2,1,0,0,1,0,0,5.0,15,1.1532350733002916,14.165333333333336,0.06666666666666667,51.23587307861225,1007.1552000000001,Van,84,0.017496229260935137,0.04753388554216866,1.219901739966958,1.1390617790307238,5.766175366501458,5.766175366501458,4713.666258802037,66.30000000000003,71.1,14.0,1.2000000000000002,995.3999999999999,50.400000000000006
15982,10036234,757,35370064000320,Renato Bocardi,Precito,CUI,917230,Precito Atacado Rondonopolis,455,15982,0,0,0,0,1,0,-16.4673366546631,-54.6462516784668,Sem setor cadastrado,-16.467337,-54.646252,1,Não ,1,0,1,0,1,0,0,5.699999999999999,17,1.562715180934034,105.66705882352915,7.823529411764706,394.22227289334705,686.8358823529395,Truck,420,0.0,0.30122916597080807,9.386244592698736,6.306579596265386,8.85538602529286,8.85538602529286,2625.4331461611196,409.95999999999907,6.5,73.0,6.3999999999999995,474.5,268.79999999999995
2339,10038417,1984,5931411000629,Renato Bocardi,Rede Big Master Centro,CUI,939587,Supermercado Big Master,455,2339,1,1,1,1,1,1,-16.47997333333333,-54.627653333333335,Sem setor cadastrado,-16.479973,-54.627653,2,Não ,6,1,1,1,1,1,1,12.4,37,1.6723451665027742,67.36081081081073,4.405405405405405,255.26552402014354,1535.8264864864848,Toco,336,0.04200567142819294,0.019515718097378,6.0777505719081795,5.45540166559188,20.625590386867547,20.625590386867547,17178.41386322349,754.6599999999984,22.8,61.4,5.5,1399.92,231.0
93091,10037593,1942,883215000106,Renato Bocardi,Rede Curio,CUI,931241,Curio Cidade Alta,455,93091,0,1,0,1,0,0,-15.6105183,-56.12082,102 - Cuiabá,-15.61051,-56.120683,0,Não ,2,1,1,1,1,1,1,4.0,12,1.9962299093820814,22.45416666666669,0.0,83.84165619404742,2306.042916666669,Van,84,0.012274181000950804,0.13074781963258478,1.9962299093820814,1.7183522668382911,7.984919637528326,7.984919637528326,7918.365847159425,77.12666666666674,102.69999999999999,20.200000000000003,1.8,2074.54,75.60000000000001
15503,10037592,1942,883215000289,Renato Bocardi,Rede Curio,CUI,931250,Curio Praca Popular,455,15503,0,1,0,0,1,0,-15.5946979,-56.1048777,102 - Cuiabá,-15.594698,-56.104878,0,Não ,2,1,1,1,1,1,1,6.0,18,1.8135440099544629,19.02555555555557,0.0,76.16884841808744,2810.0745555555577,Van,84,0.07410895938512556,0.16521637563511063,1.8135440099544629,1.3923216389468966,10.881264059726776,10.881264059726776,13061.744537727374,88.4733333333332,147.7,14.9,1.4000000000000001,2200.73,58.800000000000004
20777,10041727,1942,883215000360,Renato Bocardi,Rede Curio,CUI,980404,Curio Avenida Do Cpa,455,20777,0,1,0,1,0,0,-15.5860272,-56.0820894,102 - Cuiabá,-15.586027,-56.082089,0,Não ,2,1,1,1,1,1,1,3.0,9,1.0959559693048309,11.994444444444436,0.0,46.03015071080289,1394.9538888888878,Van,84,0.0,0.031032885595182975,1.0959559693048309,1.0540750712748648,3.2878679079144923,3.2878679079144923,4054.375658811225,34.86666666666665,116.3,12.2,1.1,1418.86,46.2
16807,10038186,1942,883215000521,Renato Bocardi,Rede Curio,CUI,937312,Supermercado Curio Jd Cuiaba,455,16807,0,1,1,1,0,0,-15.5949244,-56.1209914,102 - Cuiabá,-15.594924,-56.120991,0,Não ,3,1,1,1,1,1,1,3.7,11,1.5042259367146429,16.665454545454548,0.0,63.177489342015,2059.850181818182,Van,84,0.0015050651230101304,0.056240453851189184,1.5042259367146429,1.4112245305356534,5.515495101287024,5.515495101287024,7112.316468279194,57.583333333333336,123.6,16.6,1.5,2051.76,63.0
99975,10037573,1959,13679391000164,Renato Bocardi,Rede Paulista,CUI,931594,Paulista Florianopolis,455,99975,0,1,0,1,0,0,-15.5413603,-56.0788331,102 - Cuiabá,-15.54136,-56.078833,0,Não ,2,1,1,1,1,1,1,9.7,29,1.2316423090374629,18.98068965517243,0.4827586206896552,72.00483904853895,1264.1139310344838,Van,84,0.00479869379953008,0.0820434561441755,1.7144009297271174,1.5464242564820183,11.905875654028806,11.905875654028806,11141.059528174346,167.40666666666692,66.6,17.900000000000002,1.6,1192.14,67.2
7011,10037598,1959,8800033000128,Renato Bocardi,Rede Paulista,CUI,931659,Paulista Pocao.,455,7011,0,1,1,0,0,0,-15.60392124,-56.08792734,Sem setor cadastrado,-15.603921,-56.087927,0,Não ,2,1,1,1,1,1,1,13.4,40,0.7106888241643186,10.791500000000013,0.25,40.34893061490138,741.3760500000008,Van,84,0.002673796791443849,0.2279340221470599,0.9606888241643194,0.6159116049743473,9.475850988857582,9.475850988857582,6337.65364395433,92.25333333333339,68.69999999999999,7.8999999999999995,0.7,542.7299999999999,29.4
14598,10037599,1959,36737442000162,Renato Bocardi,Rede Paulista,CUI,931284,Paulista Imperial,455,14598,0,0,1,0,1,0,-15.6218333,-56.17002,101 - Várzea Grande,-15.621833,-56.17002,0,Não ,2,1,1,1,1,1,1,9.0,27,0.8030558052946339,12.799999999999988,0.2962962962962963,46.17278826681907,555.5199999999995,Van,84,0.0024367755532139095,0.11915509259259269,1.099352101590931,0.9624741471976646,7.227502247651706,7.227502247651706,4390.614188460817,101.22666666666665,43.4,11.7,1.0,507.78,42.0
99315,10037604,1959,7114891000237,Renato Bocardi,Rede Paulista,CUI,931292,Paulista Indust,455,99315,0,0,1,0,0,1,-15.6457340719779,-55.9797166176716,102 - Cuiabá,-15.645734,-55.979717,0,Não ,2,0,0,0,1,0,0,5.699999999999999,17,0.5492539881565274,18.219411764705892,1.0,65.06866750257416,623.1038823529416,Van,84,0.10800165059834185,0.046395247473606016,1.5492539881565275,1.3360167169634651,3.112439266220322,3.112439266220322,3035.417137896035,88.8566666666667,34.2,16.400000000000002,1.4000000000000001,560.8800000000001,58.800000000000004
2648,10037595,1959,2538763000116,Renato Bocardi,Rede Paulista,CUI,931268,Paulista  M3,455,2648,0,1,1,0,0,0,-15.6109626442789,-56.0340040225407,102 - Cuiabá,-15.610963,-56.034004,0,Não ,2,0,1,0,0,0,1,7.699999999999999,23,0.6144861634224995,12.253478260869572,0.4782608695652174,45.89537538548411,551.4065217391308,Van,84,0.0,0.09707979987935983,1.0927470329877158,0.9855927804979245,4.711060586239163,4.711060586239163,3808.844867162394,84.8233333333333,45.0,11.2,1.0,503.99999999999994,42.0
92881,10037602,1959,7114891000156,Renato Bocardi,Rede Paulista,CUI,931276,Paulista Cristo Rei,455,92881,1,0,1,0,0,0,-15.6404038,-56.1050573,101 - Várzea Grande,-15.640404,-56.105057,0,Não ,2,0,1,0,0,0,0,8.7,26,0.6050285886606359,18.568461538461545,1.0,67.4112007237467,406.64930769230784,Van,84,0.027684043798636444,0.07094328679729896,1.6050285886606361,1.4424392159374846,5.243581101725511,5.243581101725511,3178.7555967891126,145.21000000000006,21.900000000000002,17.400000000000002,1.5,381.06000000000006,63.0
28150,10047639,1959,36737442000243,Renato Bocardi,Rede Paulista,CUI,1043951,Paulista Capao Do Pequi,455,28150,1,0,1,0,0,0,-15.7197824,-56.137449,102 - Cuiabá,-15.661115,-56.056854,0,Não ,2,0,1,0,0,0,0,8.4,25,0.6159501074494865,14.172799999999995,0.64,52.74990451287844,432.2703999999999,Van,84,0.0012528647822765467,0.07524271844660198,1.2559501074494877,1.1545405125757622,5.132917562079054,5.132917562079054,3317.5003815034693,109.08333333333337,30.5,13.5,1.2000000000000002,411.75,50.400000000000006
5742,10037597,1959,7373832000100,Renato Bocardi,Rede Paulista,CUI,931640,Paulista Coxipo.,455,5742,0,1,1,0,0,0,-15.6286128694462,-56.0564549653605,102 - Cuiabá,-15.628613,-56.056455,0,Não ,2,0,0,1,0,0,0,6.699999999999999,20,1.04984067162134,12.508500000000007,0.05,46.19330820809628,1112.0056500000005,Van,84,0.0,0.10720709917256259,1.09984067162134,0.9795485300155334,6.9989378108089335,6.9989378108089335,6617.2163656869225,74.45000000000006,88.89999999999999,11.4,1.0,1013.4599999999999,42.0
